instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_c,atemp_c,hum_pct,windspeed_kmh,season_lbl,weather_lbl,day_segment,is_peak_hour,casual_share,registered_share
6750,2011-10-13,4,0,10,19,0,4,1,2,0.62,0.5758,0.83,0.1642,18,187,205,25.419999999999998,28.79,83.0,11.0014,Winter,Mist,Evening,1,8.780487804878048,91.21951219512195
6751,2011-10-13,4,0,10,20,0,4,1,1,0.62,0.5758,0.83,0.2836,15,166,181,25.419999999999998,28.79,83.0,19.0012,Winter,Clear,Evening,0,8.287292817679557,91.71270718232044
6752,2011-10-13,4,0,10,21,0,4,1,1,0.62,0.5758,0.83,0.194,8,115,123,25.419999999999998,28.79,83.0,12.998000000000001,Winter,Clear,Evening,0,6.504065040650407,93.4959349593496
6753,2011-10-13,4,0,10,22,0,4,1,1,0.62,0.5758,0.83,0.194,13,101,114,25.419999999999998,28.79,83.0,12.998000000000001,Winter,Clear,Evening,0,11.403508771929824,88.59649122807018
6754,2011-10-13,4,0,10,23,0,4,1,2,0.58,0.5455,0.88,0.194,2,45,47,23.779999999999998,27.275,88.0,12.998000000000001,Winter,Mist,Evening,0,4.25531914893617,95.74468085106383
6755,2011-10-14,4,0,10,0,0,5,1,1,0.58,0.5455,0.94,0.0896,10,29,39,23.779999999999998,27.275,94.0,6.0032,Winter,Clear,Night,0,25.64102564102564,74.35897435897436
6756,2011-10-14,4,0,10,1,0,5,1,1,0.58,0.5455,0.94,0.1343,8,16,24,23.779999999999998,27.275,94.0,8.9981,Winter,Clear,Night,0,33.33333333333333,66.66666666666666
6757,2011-10-14,4,0,10,2,0,5,1,1,0.56,0.5303,0.94,0.1642,0,6,6,22.96,26.515,94.0,11.0014,Winter,Clear,Night,0,0.0,100.0
6758,2011-10-14,4,0,10,3,0,5,1,1,0.56,0.5303,0.94,0.1343,1,6,7,22.96,26.515,94.0,8.9981,Winter,Clear,Night,0,14.285714285714285,85.71428571428571
6759,2011-10-14,4,0,10,4,0,5,1,1,0.56,0.5303,0.94,0.194,0,8,8,22.96,26.515,94.0,12.998000000000001,Winter,Clear,Night,0,0.0,100.0
6760,2011-10-14,4,0,10,5,0,5,1,2,0.56,0.5303,0.94,0.1642,0,17,17,22.96,26.515,94.0,11.0014,Winter,Mist,Night,0,0.0,100.0
6761,2011-10-14,4,0,10,6,0,5,1,3,0.56,0.5303,0.88,0.194,4,90,94,22.96,26.515,88.0,12.998000000000001,Winter,Light Precip,Morning,0,4.25531914893617,95.74468085106383
6762,2011-10-14,4,0,10,7,0,5,1,3,0.56,0.5303,0.88,0.194,10,137,147,22.96,26.515,88.0,12.998000000000001,Winter,Light Precip,Morning,1,6.802721088435375,93.19727891156462
6763,2011-10-14,4,0,10,8,0,5,1,2,0.56,0.5303,0.9,0.1642,23,186,209,22.96,26.515,90.0,11.0014,Winter,Mist,Morning,1,11.004784688995215,88.99521531100478
6764,2011-10-14,4,0,10,9,0,5,1,2,0.56,0.5303,0.94,0.2239,16,164,180,22.96,26.515,94.0,15.001299999999999,Winter,Mist,Morning,1,8.88888888888889,91.11111111111111
6765,2011-10-14,4,0,10,10,0,5,1,3,0.54,0.5152,0.88,0.3582,17,108,125,22.14,25.759999999999998,88.0,23.9994,Winter,Light Precip,Morning,0,13.600000000000001,86.4
6766,2011-10-14,4,0,10,11,0,5,1,3,0.52,0.5,0.88,0.1642,11,76,87,21.32,25.0,88.0,11.0014,Winter,Light Precip,Morning,0,12.643678160919542,87.35632183908046
6767,2011-10-14,4,0,10,12,0,5,1,3,0.52,0.5,0.88,0.1642,13,62,75,21.32,25.0,88.0,11.0014,Winter,Light Precip,Afternoon,0,17.333333333333336,82.66666666666667
6768,2011-10-14,4,0,10,13,0,5,1,1,0.56,0.5303,0.73,0.3582,18,114,132,22.96,26.515,73.0,23.9994,Winter,Clear,Afternoon,0,13.636363636363635,86.36363636363636
6769,2011-10-14,4,0,10,14,0,5,1,1,0.62,0.6212,0.43,0.3582,37,119,156,25.419999999999998,31.06,43.0,23.9994,Winter,Clear,Afternoon,0,23.717948717948715,76.28205128205127
6770,2011-10-14,4,0,10,15,0,5,1,1,0.62,0.6212,0.43,0.2836,61,169,230,25.419999999999998,31.06,43.0,19.0012,Winter,Clear,Afternoon,0,26.521739130434785,73.47826086956522
6771,2011-10-14,4,0,10,16,0,5,1,1,0.6,0.6212,0.43,0.2239,80,264,344,24.599999999999998,31.06,43.0,15.001299999999999,Winter,Clear,Afternoon,0,23.25581395348837,76.74418604651163
6772,2011-10-14,4,0,10,17,0,5,1,1,0.58,0.5455,0.46,0.4179,55,426,481,23.779999999999998,27.275,46.0,27.999299999999998,Winter,Clear,Afternoon,1,11.434511434511435,88.56548856548856
6773,2011-10-14,4,0,10,18,0,5,1,1,0.54,0.5152,0.39,0.2836,62,361,423,22.14,25.759999999999998,39.0,19.0012,Winter,Clear,Evening,1,14.657210401891252,85.34278959810875
6774,2011-10-14,4,0,10,19,0,5,1,1,0.54,0.5152,0.39,0.3284,27,221,248,22.14,25.759999999999998,39.0,22.0028,Winter,Clear,Evening,1,10.887096774193548,89.11290322580645
6775,2011-10-14,4,0,10,20,0,5,1,1,0.52,0.5,0.42,0.194,19,177,196,21.32,25.0,42.0,12.998000000000001,Winter,Clear,Evening,0,9.693877551020408,90.3061224489796
6776,2011-10-14,4,0,10,21,0,5,1,1,0.5,0.4848,0.45,0.194,22,156,178,20.5,24.240000000000002,45.0,12.998000000000001,Winter,Clear,Evening,0,12.359550561797752,87.64044943820225
6777,2011-10-14,4,0,10,22,0,5,1,1,0.46,0.4545,0.59,0.2239,20,123,143,18.86,22.725,59.0,15.001299999999999,Winter,Clear,Evening,0,13.986013986013987,86.01398601398601
6778,2011-10-14,4,0,10,23,0,5,1,1,0.46,0.4545,0.59,0.1642,15,80,95,18.86,22.725,59.0,11.0014,Winter,Clear,Evening,0,15.789473684210526,84.21052631578947
6779,2011-10-15,4,0,10,0,0,6,0,1,0.46,0.4545,0.55,0.1045,18,88,106,18.86,22.725,55.00000000000001,7.0015,Winter,Clear,Night,0,16.9811320754717,83.01886792452831
6780,2011-10-15,4,0,10,1,0,6,0,1,0.46,0.4545,0.55,0.2537,9,64,73,18.86,22.725,55.00000000000001,16.997899999999998,Winter,Clear,Night,0,12.32876712328767,87.67123287671232
6781,2011-10-15,4,0,10,2,0,6,0,1,0.46,0.4545,0.59,0.194,17,39,56,18.86,22.725,59.0,12.998000000000001,Winter,Clear,Night,0,30.357142857142854,69.64285714285714
6782,2011-10-15,4,0,10,3,0,6,0,1,0.44,0.4394,0.62,0.194,5,18,23,18.04,21.97,62.0,12.998000000000001,Winter,Clear,Night,0,21.73913043478261,78.26086956521739
6783,2011-10-15,4,0,10,4,0,6,0,1,0.42,0.4242,0.67,0.1343,0,6,6,17.22,21.21,67.0,8.9981,Winter,Clear,Night,0,0.0,100.0
6784,2011-10-15,4,0,10,5,0,6,0,1,0.42,0.4242,0.71,0.1642,1,6,7,17.22,21.21,71.0,11.0014,Winter,Clear,Night,0,14.285714285714285,85.71428571428571
6785,2011-10-15,4,0,10,6,0,6,0,1,0.4,0.4091,0.71,0.0,5,15,20,16.400000000000002,20.455000000000002,71.0,0.0,Winter,Clear,Morning,0,25.0,75.0
6786,2011-10-15,4,0,10,7,0,6,0,1,0.4,0.4091,0.76,0.1045,17,40,57,16.400000000000002,20.455000000000002,76.0,7.0015,Winter,Clear,Morning,0,29.82456140350877,70.17543859649122
6787,2011-10-15,4,0,10,8,0,6,0,1,0.46,0.4545,0.59,0.2836,24,101,125,18.86,22.725,59.0,19.0012,Winter,Clear,Morning,0,19.2,80.80000000000001
6788,2011-10-15,4,0,10,9,0,6,0,1,0.52,0.5,0.48,0.2985,50,157,207,21.32,25.0,48.0,19.999499999999998,Winter,Clear,Morning,0,24.154589371980677,75.84541062801932
6789,2011-10-15,4,0,10,10,0,6,0,1,0.54,0.5152,0.45,0.4478,115,207,322,22.14,25.759999999999998,45.0,30.002599999999997,Winter,Clear,Morning,0,35.714285714285715,64.28571428571429
6790,2011-10-15,4,0,10,11,0,6,0,1,0.56,0.5303,0.4,0.3881,153,221,374,22.96,26.515,40.0,26.0027,Winter,Clear,Morning,0,40.909090909090914,59.09090909090909
6791,2011-10-15,4,0,10,12,0,6,0,1,0.58,0.5455,0.35,0.5522,195,261,456,23.779999999999998,27.275,35.0,36.9974,Winter,Clear,Afternoon,0,42.76315789473684,57.23684210526315
6792,2011-10-15,4,0,10,13,0,6,0,1,0.6,0.6212,0.35,0.4627,171,223,394,24.599999999999998,31.06,35.0,31.0009,Winter,Clear,Afternoon,0,43.401015228426395,56.598984771573605
6793,2011-10-15,4,0,10,14,0,6,0,1,0.6,0.6212,0.33,0.4627,242,230,472,24.599999999999998,31.06,33.0,31.0009,Winter,Clear,Afternoon,0,51.271186440677965,48.728813559322035
6794,2011-10-15,4,0,10,15,0,6,0,1,0.62,0.6212,0.31,0.4925,166,211,377,25.419999999999998,31.06,31.0,32.9975,Winter,Clear,Afternoon,0,44.03183023872679,55.96816976127321
6795,2011-10-15,4,0,10,16,0,6,0,1,0.62,0.6212,0.29,0.3881,179,264,443,25.419999999999998,31.06,28.999999999999996,26.0027,Winter,Clear,Afternoon,0,40.40632054176072,59.59367945823928
6796,2011-10-15,4,0,10,17,0,6,0,1,0.58,0.5455,0.32,0.2836,177,264,441,23.779999999999998,27.275,32.0,19.0012,Winter,Clear,Afternoon,0,40.136054421768705,59.863945578231295
6797,2011-10-15,4,0,10,18,0,6,0,1,0.54,0.5152,0.39,0.194,121,251,372,22.14,25.759999999999998,39.0,12.998000000000001,Winter,Clear,Evening,0,32.526881720430104,67.47311827956989
6798,2011-10-15,4,0,10,19,0,6,0,1,0.5,0.4848,0.51,0.1343,61,177,238,20.5,24.240000000000002,51.0,8.9981,Winter,Clear,Evening,0,25.630252100840334,74.36974789915966
6799,2011-10-15,4,0,10,20,0,6,0,1,0.5,0.4848,0.48,0.1343,42,137,179,20.5,24.240000000000002,48.0,8.9981,Winter,Clear,Evening,0,23.463687150837988,76.53631284916202
6800,2011-10-15,4,0,10,21,0,6,0,1,0.5,0.4848,0.42,0.2239,53,115,168,20.5,24.240000000000002,42.0,15.001299999999999,Winter,Clear,Evening,0,31.547619047619047,68.45238095238095
6801,2011-10-15,4,0,10,22,0,6,0,1,0.5,0.4848,0.36,0.1343,45,121,166,20.5,24.240000000000002,36.0,8.9981,Winter,Clear,Evening,0,27.10843373493976,72.89156626506023
6802,2011-10-15,4,0,10,23,0,6,0,1,0.48,0.4697,0.41,0.1642,33,102,135,19.68,23.485,41.0,11.0014,Winter,Clear,Evening,0,24.444444444444443,75.55555555555556
6803,2011-10-16,4,0,10,0,0,0,0,1,0.46,0.4545,0.44,0.1343,22,85,107,18.86,22.725,44.0,8.9981,Winter,Clear,Night,0,20.5607476635514,79.43925233644859
6804,2011-10-16,4,0,10,1,0,0,0,1,0.44,0.4394,0.47,0.1343,13,64,77,18.04,21.97,47.0,8.9981,Winter,Clear,Night,0,16.883116883116884,83.11688311688312
6805,2011-10-16,4,0,10,2,0,0,0,1,0.42,0.4242,0.54,0.1343,13,52,65,17.22,21.21,54.0,8.9981,Winter,Clear,Night,0,20.0,80.0
6806,2011-10-16,4,0,10,3,0,0,0,1,0.42,0.4242,0.54,0.1343,11,31,42,17.22,21.21,54.0,8.9981,Winter,Clear,Night,0,26.190476190476193,73.80952380952381
6807,2011-10-16,4,0,10,4,0,0,0,1,0.42,0.4242,0.54,0.194,5,7,12,17.22,21.21,54.0,12.998000000000001,Winter,Clear,Night,0,41.66666666666667,58.333333333333336
6808,2011-10-16,4,0,10,5,0,0,0,1,0.42,0.4242,0.54,0.1642,1,6,7,17.22,21.21,54.0,11.0014,Winter,Clear,Night,0,14.285714285714285,85.71428571428571
6809,2011-10-16,4,0,10,6,0,0,0,1,0.38,0.3939,0.66,0.1642,3,7,10,15.58,19.695,66.0,11.0014,Winter,Clear,Morning,0,30.0,70.0
6810,2011-10-16,4,0,10,7,0,0,0,1,0.4,0.4091,0.62,0.1343,9,39,48,16.400000000000002,20.455000000000002,62.0,8.9981,Winter,Clear,Morning,0,18.75,81.25
6811,2011-10-16,4,0,10,8,0,0,0,1,0.44,0.4394,0.62,0.194,28,71,99,18.04,21.97,62.0,12.998000000000001,Winter,Clear,Morning,0,28.28282828282828,71.71717171717171
6812,2011-10-16,4,0,10,9,0,0,0,1,0.5,0.4848,0.45,0.2239,39,151,190,20.5,24.240000000000002,45.0,15.001299999999999,Winter,Clear,Morning,0,20.526315789473685,79.47368421052632
6813,2011-10-16,4,0,10,10,0,0,0,1,0.54,0.5152,0.45,0.2537,121,226,347,22.14,25.759999999999998,45.0,16.997899999999998,Winter,Clear,Morning,0,34.87031700288185,65.12968299711815
6814,2011-10-16,4,0,10,11,0,0,0,1,0.56,0.5303,0.35,0.2836,159,218,377,22.96,26.515,35.0,19.0012,Winter,Clear,Morning,0,42.17506631299735,57.824933687002655
6815,2011-10-16,4,0,10,12,0,0,0,1,0.58,0.5455,0.35,0.2537,167,277,444,23.779999999999998,27.275,35.0,16.997899999999998,Winter,Clear,Afternoon,0,37.61261261261261,62.387387387387385
6816,2011-10-16,4,0,10,13,0,0,0,1,0.6,0.6212,0.35,0.2985,169,269,438,24.599999999999998,31.06,35.0,19.999499999999998,Winter,Clear,Afternoon,0,38.58447488584475,61.41552511415526
6817,2011-10-16,4,0,10,14,0,0,0,1,0.6,0.6212,0.4,0.2985,204,258,462,24.599999999999998,31.06,40.0,19.999499999999998,Winter,Clear,Afternoon,0,44.15584415584416,55.84415584415584
6818,2011-10-16,4,0,10,15,0,0,0,1,0.62,0.6212,0.35,0.3881,182,230,412,25.419999999999998,31.06,35.0,26.0027,Winter,Clear,Afternoon,0,44.1747572815534,55.8252427184466
6819,2011-10-16,4,0,10,16,0,0,0,1,0.6,0.6212,0.46,0.3881,177,289,466,24.599999999999998,31.06,46.0,26.0027,Winter,Clear,Afternoon,0,37.98283261802575,62.01716738197425
6820,2011-10-16,4,0,10,17,0,0,0,1,0.58,0.5455,0.49,0.4627,152,253,405,23.779999999999998,27.275,49.0,31.0009,Winter,Clear,Afternoon,0,37.53086419753087,62.46913580246913
6821,2011-10-16,4,0,10,18,0,0,0,1,0.56,0.5303,0.49,0.4478,102,226,328,22.96,26.515,49.0,30.002599999999997,Winter,Clear,Evening,0,31.097560975609756,68.90243902439023
6822,2011-10-16,4,0,10,19,0,0,0,1,0.54,0.5152,0.52,0.3881,52,181,233,22.14,25.759999999999998,52.0,26.0027,Winter,Clear,Evening,0,22.317596566523605,77.6824034334764
6823,2011-10-16,4,0,10,20,0,0,0,1,0.54,0.5152,0.52,0.4627,49,129,178,22.14,25.759999999999998,52.0,31.0009,Winter,Clear,Evening,0,27.52808988764045,72.47191011235955
6824,2011-10-16,4,0,10,21,0,0,0,1,0.54,0.5152,0.52,0.3881,14,88,102,22.14,25.759999999999998,52.0,26.0027,Winter,Clear,Evening,0,13.725490196078432,86.27450980392157
6825,2011-10-16,4,0,10,22,0,0,0,1,0.56,0.5303,0.49,0.4179,42,88,130,22.96,26.515,49.0,27.999299999999998,Winter,Clear,Evening,0,32.30769230769231,67.6923076923077
6826,2011-10-16,4,0,10,23,0,0,0,1,0.56,0.5303,0.52,0.4179,14,48,62,22.96,26.515,52.0,27.999299999999998,Winter,Clear,Evening,0,22.58064516129032,77.41935483870968
6827,2011-10-17,4,0,10,0,0,1,1,1,0.54,0.5152,0.56,0.3284,12,25,37,22.14,25.759999999999998,56.00000000000001,22.0028,Winter,Clear,Night,0,32.432432432432435,67.56756756756756
6828,2011-10-17,4,0,10,1,0,1,1,1,0.56,0.5303,0.54,0.3881,2,15,17,22.96,26.515,54.0,26.0027,Winter,Clear,Night,0,11.76470588235294,88.23529411764706
6829,2011-10-17,4,0,10,2,0,1,1,1,0.56,0.5303,0.54,0.3881,4,3,7,22.96,26.515,54.0,26.0027,Winter,Clear,Night,0,57.14285714285714,42.857142857142854
6830,2011-10-17,4,0,10,3,0,1,1,1,0.56,0.5303,0.49,0.194,0,2,2,22.96,26.515,49.0,12.998000000000001,Winter,Clear,Night,0,0.0,100.0
6831,2011-10-17,4,0,10,4,0,1,1,1,0.52,0.5,0.59,0.1642,2,3,5,21.32,25.0,59.0,11.0014,Winter,Clear,Night,0,40.0,60.0
6832,2011-10-17,4,0,10,5,0,1,1,1,0.5,0.4848,0.63,0.2985,1,28,29,20.5,24.240000000000002,63.0,19.999499999999998,Winter,Clear,Night,0,3.4482758620689653,96.55172413793103
6833,2011-10-17,4,0,10,6,0,1,1,1,0.5,0.4848,0.55,0.2537,7,107,114,20.5,24.240000000000002,55.00000000000001,16.997899999999998,Winter,Clear,Morning,0,6.140350877192982,93.85964912280701
6834,2011-10-17,4,0,10,7,0,1,1,2,0.5,0.4848,0.55,0.1642,10,299,309,20.5,24.240000000000002,55.00000000000001,11.0014,Winter,Mist,Morning,1,3.2362459546925564,96.76375404530745
6835,2011-10-17,4,0,10,8,0,1,1,2,0.5,0.4848,0.51,0.2537,33,381,414,20.5,24.240000000000002,51.0,16.997899999999998,Winter,Mist,Morning,1,7.971014492753622,92.02898550724638
6836,2011-10-17,4,0,10,9,0,1,1,2,0.5,0.4848,0.45,0.2836,26,180,206,20.5,24.240000000000002,45.0,19.0012,Winter,Mist,Morning,1,12.62135922330097,87.37864077669903
6837,2011-10-17,4,0,10,10,0,1,1,1,0.52,0.5,0.45,0.1642,43,92,135,21.32,25.0,45.0,11.0014,Winter,Clear,Morning,0,31.851851851851855,68.14814814814815
6838,2011-10-17,4,0,10,11,0,1,1,1,0.56,0.5303,0.43,0.0,35,131,166,22.96,26.515,43.0,0.0,Winter,Clear,Morning,0,21.084337349397593,78.91566265060241
6839,2011-10-17,4,0,10,12,0,1,1,1,0.56,0.5303,0.4,0.0896,39,166,205,22.96,26.515,40.0,6.0032,Winter,Clear,Afternoon,0,19.024390243902438,80.97560975609757
6840,2011-10-17,4,0,10,13,0,1,1,1,0.56,0.5303,0.46,0.0896,49,156,205,22.96,26.515,46.0,6.0032,Winter,Clear,Afternoon,0,23.902439024390244,76.09756097560975
6841,2011-10-17,4,0,10,14,0,1,1,1,0.58,0.5455,0.49,0.194,44,122,166,23.779999999999998,27.275,49.0,12.998000000000001,Winter,Clear,Afternoon,0,26.506024096385545,73.49397590361446
6842,2011-10-17,4,0,10,15,0,1,1,1,0.56,0.5303,0.6,0.2537,66,142,208,22.96,26.515,60.0,16.997899999999998,Winter,Clear,Afternoon,0,31.73076923076923,68.26923076923077
6843,2011-10-17,4,0,10,16,0,1,1,1,0.58,0.5455,0.56,0.2537,64,238,302,23.779999999999998,27.275,56.00000000000001,16.997899999999998,Winter,Clear,Afternoon,0,21.192052980132452,78.80794701986756
6844,2011-10-17,4,0,10,17,0,1,1,1,0.56,0.5303,0.64,0.1343,80,540,620,22.96,26.515,64.0,8.9981,Winter,Clear,Afternoon,1,12.903225806451612,87.09677419354838
6845,2011-10-17,4,0,10,18,0,1,1,1,0.56,0.5303,0.6,0.0,49,469,518,22.96,26.515,60.0,0.0,Winter,Clear,Evening,1,9.45945945945946,90.54054054054053
6846,2011-10-17,4,0,10,19,0,1,1,1,0.54,0.5152,0.68,0.1045,45,288,333,22.14,25.759999999999998,68.0,7.0015,Winter,Clear,Evening,1,13.513513513513514,86.48648648648648
6847,2011-10-17,4,0,10,20,0,1,1,1,0.52,0.5,0.77,0.1045,40,189,229,21.32,25.0,77.0,7.0015,Winter,Clear,Evening,0,17.46724890829694,82.53275109170306
6848,2011-10-17,4,0,10,21,0,1,1,1,0.5,0.4848,0.77,0.1045,36,141,177,20.5,24.240000000000002,77.0,7.0015,Winter,Clear,Evening,0,20.33898305084746,79.66101694915254
6849,2011-10-17,4,0,10,22,0,1,1,1,0.5,0.4848,0.77,0.0,16,88,104,20.5,24.240000000000002,77.0,0.0,Winter,Clear,Evening,0,15.384615384615385,84.61538461538461
6850,2011-10-17,4,0,10,23,0,1,1,2,0.48,0.4697,0.88,0.0,10,52,62,19.68,23.485,88.0,0.0,Winter,Mist,Evening,0,16.129032258064516,83.87096774193549
6851,2011-10-18,4,0,10,0,0,2,1,1,0.48,0.4697,0.82,0.0,8,23,31,19.68,23.485,82.0,0.0,Winter,Clear,Night,0,25.806451612903224,74.19354838709677
6852,2011-10-18,4,0,10,1,0,2,1,2,0.46,0.4545,0.88,0.0,4,7,11,18.86,22.725,88.0,0.0,Winter,Mist,Night,0,36.36363636363637,63.63636363636363
6853,2011-10-18,4,0,10,2,0,2,1,1,0.44,0.4394,0.94,0.0896,1,4,5,18.04,21.97,94.0,6.0032,Winter,Clear,Night,0,20.0,80.0
6854,2011-10-18,4,0,10,3,0,2,1,1,0.44,0.4394,0.94,0.0896,0,1,1,18.04,21.97,94.0,6.0032,Winter,Clear,Night,0,0.0,100.0
6855,2011-10-18,4,0,10,4,0,2,1,2,0.44,0.4394,0.94,0.1045,0,4,4,18.04,21.97,94.0,7.0015,Winter,Mist,Night,0,0.0,100.0
6856,2011-10-18,4,0,10,5,0,2,1,2,0.46,0.4545,0.88,0.0,2,19,21,18.86,22.725,88.0,0.0,Winter,Mist,Night,0,9.523809523809524,90.47619047619048
6857,2011-10-18,4,0,10,6,0,2,1,1,0.46,0.4545,0.82,0.0896,4,105,109,18.86,22.725,82.0,6.0032,Winter,Clear,Morning,0,3.669724770642202,96.3302752293578
6858,2011-10-18,4,0,10,7,0,2,1,1,0.46,0.4545,0.88,0.0896,15,326,341,18.86,22.725,88.0,6.0032,Winter,Clear,Morning,1,4.398826979472141,95.60117302052787
6859,2011-10-18,4,0,10,8,0,2,1,1,0.5,0.4848,0.77,0.0896,25,474,499,20.5,24.240000000000002,77.0,6.0032,Winter,Clear,Morning,1,5.01002004008016,94.98997995991984
6860,2011-10-18,4,0,10,9,0,2,1,2,0.52,0.5,0.77,0.0896,29,198,227,21.32,25.0,77.0,6.0032,Winter,Mist,Morning,1,12.77533039647577,87.22466960352423
6861,2011-10-18,4,0,10,10,0,2,1,2,0.56,0.5303,0.68,0.0,27,75,102,22.96,26.515,68.0,0.0,Winter,Mist,Morning,0,26.47058823529412,73.52941176470588
6862,2011-10-18,4,0,10,11,0,2,1,2,0.6,0.6212,0.49,0.1045,35,112,147,24.599999999999998,31.06,49.0,7.0015,Winter,Mist,Morning,0,23.809523809523807,76.19047619047619
6863,2011-10-18,4,0,10,12,0,2,1,2,0.62,0.6212,0.43,0.0896,42,159,201,25.419999999999998,31.06,43.0,6.0032,Winter,Mist,Afternoon,0,20.8955223880597,79.1044776119403
6864,2011-10-18,4,0,10,13,0,2,1,2,0.64,0.6212,0.38,0.194,48,171,219,26.240000000000002,31.06,38.0,12.998000000000001,Winter,Mist,Afternoon,0,21.91780821917808,78.08219178082192
6865,2011-10-18,4,0,10,14,0,2,1,2,0.62,0.6212,0.41,0.1642,32,137,169,25.419999999999998,31.06,41.0,11.0014,Winter,Mist,Afternoon,0,18.93491124260355,81.06508875739645
6866,2011-10-18,4,0,10,15,0,2,1,1,0.62,0.6212,0.5,0.194,66,139,205,25.419999999999998,31.06,50.0,12.998000000000001,Winter,Clear,Afternoon,0,32.19512195121951,67.8048780487805
6867,2011-10-18,4,0,10,16,0,2,1,1,0.62,0.6212,0.57,0.2537,58,246,304,25.419999999999998,31.06,56.99999999999999,16.997899999999998,Winter,Clear,Afternoon,0,19.078947368421055,80.92105263157895
6868,2011-10-18,4,0,10,17,0,2,1,1,0.6,0.6061,0.6,0.1343,72,553,625,24.599999999999998,30.305,60.0,8.9981,Winter,Clear,Afternoon,1,11.52,88.48
6869,2011-10-18,4,0,10,18,0,2,1,1,0.56,0.5303,0.68,0.1045,58,512,570,22.96,26.515,68.0,7.0015,Winter,Clear,Evening,1,10.175438596491228,89.82456140350877
6870,2011-10-18,4,0,10,19,0,2,1,1,0.56,0.5303,0.6,0.1045,31,286,317,22.96,26.515,60.0,7.0015,Winter,Clear,Evening,1,9.779179810725552,90.22082018927445
6871,2011-10-18,4,0,10,20,0,2,1,1,0.54,0.5152,0.64,0.1642,23,204,227,22.14,25.759999999999998,64.0,11.0014,Winter,Clear,Evening,0,10.13215859030837,89.86784140969164
6872,2011-10-18,4,0,10,21,0,2,1,2,0.54,0.5152,0.68,0.1343,28,178,206,22.14,25.759999999999998,68.0,8.9981,Winter,Mist,Evening,0,13.592233009708737,86.40776699029125
6873,2011-10-18,4,0,10,22,0,2,1,2,0.52,0.5,0.77,0.1642,22,115,137,21.32,25.0,77.0,11.0014,Winter,Mist,Evening,0,16.05839416058394,83.94160583941606
6874,2011-10-18,4,0,10,23,0,2,1,2,0.52,0.5,0.77,0.194,7,63,70,21.32,25.0,77.0,12.998000000000001,Winter,Mist,Evening,0,10.0,90.0
6875,2011-10-19,4,0,10,0,0,3,1,2,0.52,0.5,0.77,0.194,11,23,34,21.32,25.0,77.0,12.998000000000001,Winter,Mist,Night,0,32.35294117647059,67.64705882352942
6876,2011-10-19,4,0,10,1,0,3,1,2,0.52,0.5,0.77,0.194,7,9,16,21.32,25.0,77.0,12.998000000000001,Winter,Mist,Night,0,43.75,56.25
6877,2011-10-19,4,0,10,2,0,3,1,2,0.52,0.5,0.77,0.194,1,6,7,21.32,25.0,77.0,12.998000000000001,Winter,Mist,Night,0,14.285714285714285,85.71428571428571
6878,2011-10-19,4,0,10,4,0,3,1,3,0.5,0.4848,0.94,0.194,0,3,3,20.5,24.240000000000002,94.0,12.998000000000001,Winter,Light Precip,Night,0,0.0,100.0
6879,2011-10-19,4,0,10,5,0,3,1,3,0.5,0.4848,1.0,0.1045,0,3,3,20.5,24.240000000000002,100.0,7.0015,Winter,Light Precip,Night,0,0.0,100.0
6880,2011-10-19,4,0,10,6,0,3,1,3,0.52,0.5,0.83,0.2537,3,28,31,21.32,25.0,83.0,16.997899999999998,Winter,Light Precip,Morning,0,9.67741935483871,90.32258064516128
6881,2011-10-19,4,0,10,7,0,3,1,3,0.52,0.5,0.77,0.2537,1,67,68,21.32,25.0,77.0,16.997899999999998,Winter,Light Precip,Morning,1,1.4705882352941175,98.52941176470588
6882,2011-10-19,4,0,10,8,0,3,1,3,0.54,0.5152,0.7,0.4925,10,200,210,22.14,25.759999999999998,70.0,32.9975,Winter,Light Precip,Morning,1,4.761904761904762,95.23809523809523
6883,2011-10-19,4,0,10,9,0,3,1,3,0.52,0.5,0.88,0.4925,17,185,202,21.32,25.0,88.0,32.9975,Winter,Light Precip,Morning,1,8.415841584158416,91.58415841584159
6884,2011-10-19,4,0,10,10,0,3,1,3,0.52,0.5,0.88,0.4925,14,109,123,21.32,25.0,88.0,32.9975,Winter,Light Precip,Morning,0,11.38211382113821,88.6178861788618
6885,2011-10-19,4,0,10,11,0,3,1,3,0.52,0.5,0.94,0.2537,33,116,149,21.32,25.0,94.0,16.997899999999998,Winter,Light Precip,Morning,0,22.14765100671141,77.85234899328859
6886,2011-10-19,4,0,10,12,0,3,1,3,0.52,0.5,0.94,0.3284,13,117,130,21.32,25.0,94.0,22.0028,Winter,Light Precip,Afternoon,0,10.0,90.0
6887,2011-10-19,4,0,10,13,0,3,1,2,0.54,0.5152,0.94,0.2836,20,86,106,22.14,25.759999999999998,94.0,19.0012,Winter,Mist,Afternoon,0,18.867924528301888,81.13207547169812
6888,2011-10-19,4,0,10,14,0,3,1,3,0.54,0.5152,0.94,0.1642,17,80,97,22.14,25.759999999999998,94.0,11.0014,Winter,Light Precip,Afternoon,0,17.525773195876287,82.4742268041237
