instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,is_anomaly,temp_c,atemp_c,hum_pct,windspeed_kmh,season_lbl,weather_lbl,casual_share,registered_share
276,2011-10-03,4,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,0,15.750846999999998,19.6023,76.0833,5.5841686,Winter,Mist,9.243697478991598,90.75630252100841
277,2011-10-04,4,0,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,486,3970,4456,0,19.850847,23.6429,71.0,13.792218,Winter,Clear,10.906642728904847,89.09335727109516
278,2011-10-05,4,0,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,559,4267,4826,0,22.071652999999998,26.3569,64.79169999999999,11.87575,Winter,Clear,11.583091587235806,88.4169084127642
279,2011-10-06,4,0,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,639,4126,4765,0,20.260847000000002,24.02125,62.083299999999994,9.041917999999999,Winter,Clear,13.410283315844701,86.5897166841553
280,2011-10-07,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,0,20.944153,25.2202,68.41669999999999,1.5002439,Winter,Clear,19.037111334002006,80.962888665998
281,2011-10-08,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,0,21.388347,25.6621,70.125,3.0420814,Winter,Clear,41.32002218524681,58.679977814753194
282,2011-10-09,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,0,22.174153,26.19915,72.75,4.251150000000001,Winter,Clear,43.49482852476865,56.50517147523135
283,2011-10-10,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,0,23.404153,27.14625,73.375,2.8343814,Winter,Clear,29.58764901309361,70.41235098690639
284,2011-10-11,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,0,23.233347000000002,27.3048,80.875,9.583814,Winter,Mist,14.617576156037696,85.3824238439623
285,2011-10-12,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,0,22.276653,25.885849999999998,90.625,16.62605,Winter,Light Precip,8.9817880794702,91.01821192052981
286,2011-10-13,4,0,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,290,2623,2913,0,24.155847,27.5902,89.6667,9.499729,Winter,Mist,9.955372468245795,90.0446275317542
287,2011-10-14,4,0,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,529,3115,3644,0,22.584153,26.48375,71.625,15.000161,Winter,Mist,14.517014270032929,85.48298572996707
288,2011-10-15,4,0,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,1899,3318,5217,0,20.773346999999998,24.936249999999998,48.3333,17.291561,Winter,Clear,36.400230017251296,63.59976998274871
289,2011-10-16,4,0,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,1748,3293,5041,0,20.978347,25.1577,48.6667,18.875039,Winter,Clear,34.67565959135092,65.32434040864908
290,2011-10-17,4,0,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379,713,3857,4570,0,21.900847,25.53625,57.958299999999994,11.750393,Winter,Clear,15.60175054704595,84.39824945295405
291,2011-10-18,4,0,10,0,2,1,2,0.5325,0.522721,0.701667,0.110087,637,4111,4748,0,21.8325,26.13605,70.1667,7.375829,Winter,Mist,13.416175231676494,86.58382476832351
292,2011-10-19,4,0,10,0,3,1,3,0.541739,0.513848,0.895217,0.243339,254,2170,2424,0,22.211299,25.6924,89.52170000000001,16.303713,Winter,Light Precip,10.478547854785479,89.52145214521452
293,2011-10-20,4,0,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,471,3724,4195,0,19.509153,23.32625,63.625,28.292425,Winter,Clear,11.227651966626937,88.77234803337306
294,2011-10-21,4,0,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,676,3628,4304,0,17.5275,21.1798,57.4167,14.833532,Winter,Clear,15.706319702602231,84.29368029739777
295,2011-10-22,4,0,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926667,1499,2809,4308,0,17.322499999999998,21.2746,62.916700000000006,6.2086689,Winter,Clear,34.79572887650882,65.20427112349118
296,2011-10-23,4,0,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,0,17.288347,21.11665,74.125,6.6673375,Winter,Clear,36.955033097466334,63.04496690253367
297,2011-10-24,4,0,10,0,1,1,1,0.463333,0.457067,0.772083,0.118792,699,3488,4187,0,18.996653,22.85335,77.2083,7.959064,Winter,Clear,16.69453069023167,83.30546930976833
298,2011-10-25,4,0,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,695,3992,4687,0,19.338347,23.16875,62.291700000000006,11.166086,Winter,Clear,14.828248346490291,85.1717516535097
299,2011-10-26,4,0,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,404,3490,3894,0,19.850847,23.6423,72.04169999999999,9.959014,Winter,Mist,10.374935798664612,89.62506420133539
300,2011-10-27,4,0,10,0,4,1,2,0.47,0.457046,0.812917,0.197763,240,2419,2659,0,19.27,22.8523,81.2917,13.250121,Winter,Mist,9.025949605114706,90.9740503948853
301,2011-10-28,4,0,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,456,3291,3747,0,13.564153,15.9406,58.58330000000001,15.375093,Winter,Mist,12.169735788630904,87.8302642113691
302,2011-10-29,4,0,10,0,6,0,3,0.254167,0.227913,0.8825,0.351371,57,570,627,0,10.420846999999998,11.39565,88.25,23.541857,Winter,Light Precip,9.090909090909092,90.9090909090909
303,2011-10-30,4,0,10,0,0,0,1,0.319167,0.321329,0.62375,0.176617,885,2446,3331,0,13.085847,16.06645,62.375,11.833339,Winter,Clear,26.568598018613027,73.43140198138697
304,2011-10-31,4,0,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,362,3307,3669,0,13.940000000000001,17.803150000000002,70.3333,7.12545,Winter,Clear,9.866448623603162,90.13355137639684
305,2011-11-01,4,0,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,410,3658,4068,0,16.434153,19.8544,68.375,9.083257,Winter,Clear,10.07866273352999,89.92133726647002
306,2011-11-02,4,0,11,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,0,15.477500000000001,19.50665,71.875,5.5001439,Winter,Clear,8.838987099856666,91.16101290014333
307,2011-11-03,4,0,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,318,3656,3974,0,16.741653,20.296049999999997,70.20830000000001,9.166739,Winter,Clear,8.002013085052843,91.99798691494716
308,2011-11-04,4,0,11,0,5,1,2,0.403333,0.403392,0.6225,0.271779,470,3576,4046,0,16.536653,20.1696,62.25000000000001,18.209193,Winter,Mist,11.61641127039051,88.38358872960949
309,2011-11-05,4,0,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,0,13.393346999999999,16.1927,51.916700000000006,12.667154,Winter,Clear,29.44472745797249,70.55527254202751
310,2011-11-06,4,0,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,0,14.281653,18.117900000000002,73.4583,6.1676314,Winter,Clear,26.089339545080843,73.91066045491915
311,2011-11-07,4,0,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,373,3662,4035,0,16.195,20.04355,75.875,3.834075,Winter,Clear,9.244114002478316,90.75588599752169
312,2011-11-08,4,0,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,0,16.741653,20.6123,72.16669999999999,4.6255125,Winter,Clear,8.941736028537456,91.05826397146255
313,2011-11-09,4,0,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958,305,3804,4109,0,16.400000000000002,20.453950000000003,75.83330000000001,4.1671186,Winter,Clear,7.422730591384766,92.57726940861524
314,2011-11-10,4,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,190,2743,2933,0,15.58,18.68605,81.3333,12.667489000000002,Winter,Mist,6.4780088646437095,93.52199113535629
315,2011-11-11,4,0,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,440,2928,3368,0,13.290847,15.34085,44.625,21.083225,Winter,Clear,13.064133016627078,86.93586698337292
316,2011-11-12,4,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,1275,2792,4067,0,14.623347,17.8971,55.2917,14.208154,Winter,Clear,31.349889353331694,68.65011064666831
317,2011-11-13,4,0,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,1004,2713,3717,0,18.074153,21.5275,45.8333,18.875307,Winter,Clear,27.011030400860907,72.98896959913908
318,2011-11-14,4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,595,3891,4486,0,21.73,26.2306,58.7083,20.541932,Winter,Clear,13.26348640213999,86.73651359786001
319,2011-11-15,4,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,449,3746,4195,0,21.73,25.37895,68.875,13.375411,Winter,Mist,10.70321811680572,89.29678188319427
320,2011-11-16,4,0,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,145,1672,1817,0,18.723347,22.5994,93.0,9.167543,Winter,Light Precip,7.98018712162906,92.01981287837094
321,2011-11-17,4,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,139,2914,3053,0,14.008347,16.16105,57.5833,20.459254,Winter,Mist,4.552898788077301,95.4471012119227
322,2011-11-18,4,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,245,3147,3392,0,11.240847,13.63605,41.0,11.291711,Winter,Clear,7.222877358490567,92.77712264150944
323,2011-11-19,4,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,943,2720,3663,0,13.495847,16.22415,50.208299999999994,15.041232,Winter,Clear,25.743925743925743,74.25607425607426
324,2011-11-20,4,0,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,787,2733,3520,0,18.996653,22.8529,68.45830000000001,12.45865,Winter,Mist,22.357954545454543,77.64204545454545
325,2011-11-21,4,0,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,220,2545,2765,0,18.3475,22.2531,91.0,9.249618,Winter,Light Precip,7.956600361663653,92.04339963833634
326,2011-11-22,4,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,69,1538,1607,0,17.083347,21.0848,96.25,7.959064,Winter,Light Precip,4.293714996888612,95.70628500311139
327,2011-11-23,4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,112,2454,2566,0,18.074153,21.52685,75.79169999999999,22.500275,Winter,Mist,4.364770070148091,95.6352299298519
328,2011-11-24,4,0,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,560,935,1495,0,15.306653,18.62355,54.9167,11.209368000000001,Winter,Clear,37.45819397993311,62.54180602006689
329,2011-11-25,4,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,1095,1697,2792,0,15.375,19.033549999999998,64.375,6.6260186,Winter,Clear,39.21919770773639,60.780802292263616
330,2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,0,15.409152999999998,19.254350000000002,68.1667,4.5841936,Winter,Clear,40.710560625814864,59.289439374185136
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,0,18.825847,22.79,69.8333,13.999918,Winter,Clear,26.37577336372517,73.62422663627483
332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,0,20.642598,24.5061,74.3043,9.522174,Winter,Clear,6.542539436255495,93.4574605637445
333,2011-11-29,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,0,18.791653,22.56875,83.08330000000001,17.292164,Winter,Mist,3.2944406314344548,96.70555936856555
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,0,13.325000000000001,15.561050000000002,61.3333,18.167586,Winter,Clear,5.203432050927207,94.7965679490728
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,0,12.8125,15.2777,52.4583,14.750586,Winter,Clear,4.883284142742152,95.11671585725784
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,0,12.880847,16.571649999999998,62.583299999999994,6.750518,Winter,Clear,6.802030456852792,93.19796954314721
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,0,12.265847,15.530199999999999,61.291700000000006,6.4174811,Winter,Clear,19.53514111787493,80.46485888212507
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,0,13.564153,17.455000000000002,77.5833,5.6252061,Winter,Clear,18.1922525107604,81.8077474892396
339,2011-12-05,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,0,15.819153,19.696250000000003,82.70830000000001,4.1679561000000005,Winter,Mist,6.113880871162425,93.88611912883758
340,2011-12-06,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594,0,18.962500000000002,22.82,94.9583,15.583061,Winter,Light Precip,4.857363145720894,95.1426368542791
341,2011-12-07,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705,0,16.81,20.0123,97.04169999999999,17.833725,Winter,Light Precip,7.092198581560284,92.90780141843972
342,2011-12-08,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322,0,10.899153,12.8469,57.99999999999999,16.083886,Winter,Clear,4.515352197471403,95.4846478025286
343,2011-12-09,4,0,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,261,3359,3620,0,11.924153,15.877099999999999,69.58330000000001,5.5420189,Winter,Clear,7.209944751381216,92.79005524861878
344,2011-12-10,4,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,0,11.275,13.320599999999999,50.74999999999999,15.625807,Winter,Clear,15.73667711598746,84.26332288401254
345,2011-12-11,4,0,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,0,9.054153,12.6577,49.0,4.458293899999999,Winter,Clear,13.744075829383887,86.25592417061611
346,2011-12-12,4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,0,9.771652999999999,13.5098,67.08330000000001,4.251150000000001,Winter,Clear,4.3202416918429,95.6797583081571
347,2011-12-13,4,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,0,11.5825,15.0569,59.0,9.41685,Winter,Clear,4.399659381209196,95.6003406187908
348,2011-12-14,4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,0,13.0175,16.9181,66.375,4.0842061,Winter,Mist,4.759358288770053,95.24064171122994
349,2011-12-15,4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,0,17.322499999999998,20.61185,63.416700000000006,17.958814,Winter,Mist,4.880021569156106,95.11997843084389
350,2011-12-16,4,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,178,3399,3577,0,15.375,17.99125,50.0417,17.458525,Winter,Mist,4.976237070170534,95.02376292982947
351,2011-12-17,4,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,275,2464,2739,0,10.591652999999999,12.46855,56.0833,16.292189,Winter,Mist,10.040160642570282,89.95983935742971
352,2011-12-18,4,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,220,2211,2431,0,9.771652999999999,12.27895,58.62500000000001,11.375193000000001,Winter,Clear,9.049773755656108,90.9502262443439
353,2011-12-19,4,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,260,3143,3403,0,11.343347,14.04665,63.74999999999999,11.584031999999999,Winter,Clear,7.640317367029093,92.3596826329709
354,2011-12-20,4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,216,3534,3750,0,15.819153,19.822699999999998,59.5417,4.1252436,Winter,Mist,5.76,94.24
355,2011-12-21,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660,0,17.561653,21.40085,85.83330000000001,14.8338,Spring,Mist,4.022556390977443,95.97744360902256
356,2011-12-22,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068,0,17.356653,21.306050000000003,75.75,3.1674249999999997,Spring,Mist,7.398956975228161,92.60104302477184
357,2011-12-23,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209,0,15.306653,18.87565,68.625,18.374482,Spring,Clear,7.378904481665913,92.62109551833409
358,2011-12-24,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011,0,12.4025,14.9621,54.25,12.750368,Spring,Clear,15.33135509396637,84.66864490603363
359,2011-12-25,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754,0,11.266103,13.998050000000001,68.13040000000001,10.391097,Spring,Clear,40.185676392572944,59.814323607427056
360,2011-12-26,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317,0,13.191299,15.77675,50.6957,16.044155,Spring,Clear,32.64996203492787,67.35003796507213
361,2011-12-27,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103,1059,1162,0,13.325000000000001,16.38165,76.25,12.62615,Spring,Mist,8.864027538726333,91.13597246127367
362,2011-12-28,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,255,2047,2302,0,12.264330000000001,13.9987,50.39130000000001,19.695386999999997,Spring,Clear,11.07732406602954,88.92267593397047
363,2011-12-29,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,254,2169,2423,0,10.181653,13.194600000000001,57.4167,8.000604000000001,Spring,Clear,10.482872472141972,89.51712752785804
364,2011-12-30,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,491,2508,2999,0,12.778347000000002,15.9406,63.6667,9.000579,Spring,Clear,16.372124041347117,83.62787595865288
365,2011-12-31,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,665,1820,2485,0,16.81,20.70605,61.583299999999994,14.750318,Spring,Clear,26.76056338028169,73.23943661971832
366,2012-01-01,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,686,1608,2294,0,15.17,18.78105,69.25,12.875189,Spring,Clear,29.90409764603313,70.09590235396686
367,2012-01-02,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,244,1707,1951,0,11.194763,12.615199999999998,38.130399999999995,22.087555,Spring,Clear,12.506406970784214,87.49359302921579
368,2012-01-03,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,89,2147,2236,0,6.1499999999999995,6.31375,44.125,24.499957000000002,Spring,Clear,3.9803220035778173,96.01967799642217
369,2012-01-04,1,1,1,0,3,1,2,0.1075,0.119337,0.414583,0.1847,95,2273,2368,0,4.4075,5.96685,41.4583,12.3749,Spring,Mist,4.011824324324325,95.98817567567568
370,2012-01-05,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,140,3132,3272,0,10.899153,13.9206,52.416700000000006,8.709128999999999,Spring,Clear,4.278728606356968,95.72127139364304
371,2012-01-06,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307,3791,4098,0,13.700847,17.01335,54.2083,11.249836,Spring,Clear,7.491459248413861,92.50854075158614
372,2012-01-07,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,0,16.126653,19.53895,53.1667,11.708786,Spring,Clear,23.667330236673305,76.3326697633267
373,2012-01-08,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,599,2826,3425,0,13.8375,17.012900000000002,46.5,12.833314,Spring,Clear,17.489051094890513,82.51094890510949
374,2012-01-09,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106,2270,2376,0,9.190847,12.37395,70.1667,6.6263000000000005,Spring,Mist,4.461279461279461,95.53872053872054
375,2012-01-10,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173,3425,3598,0,12.656536000000001,15.9413,64.65220000000001,12.565984,Spring,Clear,4.808226792662591,95.1917732073374
376,2012-01-11,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92,2085,2177,0,11.240847,14.14105,84.75,8.791807,Spring,Mist,4.225999081304548,95.77400091869546
377,2012-01-12,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269,3828,4097,0,15.682500000000001,19.0969,80.2917,12.124789,Spring,Mist,6.565779838906518,93.43422016109348
378,2012-01-13,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,174,3040,3214,0,11.240847,12.4681,50.74999999999999,25.333236,Spring,Clear,5.413814561294338,94.58618543870566
379,2012-01-14,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333,2160,2493,0,7.38,9.15435,45.75,12.541260999999999,Spring,Clear,13.357400722021662,86.64259927797833
380,2012-01-15,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284,2027,2311,0,6.833347000000001,8.081249999999999,41.9167,16.834286,Spring,Clear,12.289052358286456,87.71094764171355
381,2012-01-16,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,217,2081,2298,0,7.79,9.53315,52.25,15.500986000000001,Spring,Clear,9.442993907745866,90.55700609225413
382,2012-01-17,1,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,127,2808,2935,0,15.294763,18.2139,71.6087,23.39171,Spring,Mist,4.327086882453152,95.67291311754686
383,2012-01-18,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,109,3267,3376,0,12.436653000000002,13.7627,44.333299999999994,27.833743,Spring,Clear,3.2286729857819907,96.77132701421802
384,2012-01-19,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,130,3162,3292,0,7.79,9.501900000000001,49.75,14.750586,Spring,Clear,3.948967193195626,96.05103280680437
385,2012-01-20,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115,3048,3163,0,8.9175,11.047899999999998,45.0,13.58425,Spring,Mist,3.635788808093582,96.3642111919064
386,2012-01-21,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67,1234,1301,0,7.106653,8.74375,83.125,14.917014,Spring,Mist,5.14988470407379,94.8501152959262
387,2012-01-22,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196,1781,1977,0,6.6625000000000005,8.1125,79.625,13.375746000000001,Spring,Mist,9.914011127971674,90.08598887202832
388,2012-01-23,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,145,2287,2432,0,8.951653,12.152899999999999,91.125,7.417436,Spring,Mist,5.962171052631579,94.03782894736842
389,2012-01-24,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439,3900,4339,0,14.0425,17.455399999999997,83.58330000000001,8.292389,Spring,Clear,10.117538603364832,89.88246139663516
390,2012-01-25,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467,3803,4270,0,12.060847,14.74105,64.375,10.791756999999999,Spring,Clear,10.936768149882905,89.06323185011709
391,2012-01-26,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,0,14.008347,17.8025,76.95830000000001,4.9175186,Spring,Mist,5.987730061349693,94.0122699386503
392,2012-01-27,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,0,17.425,20.76915,74.125,22.958689,Spring,Mist,7.783564814814816,92.21643518518519
393,2012-01-28,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,0,12.949152999999999,16.318949999999997,54.333299999999994,14.125542999999999,Spring,Clear,19.26423067362665,80.73576932637336
394,2012-01-29,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,0,11.5825,13.63605,31.125000000000004,16.08335,Spring,Clear,17.206290471785383,82.79370952821462
395,2012-01-30,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,0,11.035847,13.13125,40.0833,14.458064,Spring,Clear,3.47682119205298,96.52317880794702
396,2012-01-31,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,0,15.99,19.06585,41.6667,17.541739,Spring,Clear,7.18562874251497,92.81437125748504
397,2012-02-01,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304,4275,4579,0,19.235847,23.326900000000002,50.79169999999999,12.667489000000002,Spring,Clear,6.639004149377594,93.3609958506224
398,2012-02-02,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,190,3571,3761,0,16.365847,19.94855,67.29169999999999,12.541528999999999,Spring,Mist,5.051847912789151,94.94815208721084
399,2012-02-03,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.178496,310,3841,4151,0,12.846652999999998,15.4673,52.6667,11.959232,Spring,Clear,7.468079980727535,92.53192001927246
400,2012-02-04,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,384,2448,2832,0,10.830846999999999,13.63625,77.95830000000001,8.167032,Spring,Mist,13.559322033898304,86.4406779661017
401,2012-02-05,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318,2629,2947,0,10.899153,13.22605,68.7917,11.791732000000001,Spring,Mist,10.790634543603666,89.20936545639634
402,2012-02-06,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206,3578,3784,0,11.586969,14.8213,62.2174,10.304599999999999,Spring,Clear,5.443974630021142,94.55602536997885
403,2012-02-07,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199,4176,4375,0,14.520847,18.0552,49.625,9.874393000000001,Spring,Clear,4.548571428571429,95.45142857142858
404,2012-02-08,1,1,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,109,2693,2802,0,10.523347,13.321050000000001,72.2917,8.959307,Spring,Mist,3.890078515346181,96.10992148465381
405,2012-02-09,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,163,3667,3830,0,10.865,13.0994,56.2083,13.000478999999999,Spring,Clear,4.255874673629243,95.74412532637075
406,2012-02-10,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,227,3604,3831,0,11.514153,14.6779,54.0,7.834243000000001,Spring,Mist,5.925345862699034,94.07465413730097
407,2012-02-11,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192,1977,2169,0,9.190847,10.54335,73.125,19.416332,Spring,Light Precip,8.852005532503458,91.14799446749655
408,2012-02-12,1,1,2,0,0,0,1,0.1275,0.101658,0.464583,0.409212,73,1456,1529,0,5.2275,5.0828999999999995,46.4583,27.417204,Spring,Clear,4.774362328319163,95.22563767168084
409,2012-02-13,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94,3328,3422,0,9.1225,11.39565,41.125,11.207961,Spring,Clear,2.7469316189362947,97.2530683810637
410,2012-02-14,1,1,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179,135,3787,3922,0,13.085847,16.697300000000002,50.875,9.458993,Spring,Mist,3.442121366649668,96.55787863335034
411,2012-02-15,1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,141,4028,4169,0,14.281653,17.58145,53.125,12.167200000000001,Spring,Clear,3.382106020628448,96.61789397937154
412,2012-02-16,1,1,2,0,4,1,2,0.316667,0.330162,0.752917,0.091425,74,2931,3005,0,12.983346999999998,16.5081,75.29169999999999,6.125475000000001,Spring,Mist,2.4625623960066556,97.53743760399335
413,2012-02-17,1,1,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846,349,3805,4154,0,14.076653,17.58145,63.4583,13.791682,Spring,Clear,8.401540683678382,91.59845931632162
414,2012-02-18,1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,0,14.213347,17.77125,53.4583,12.792243,Spring,Clear,33.23297823066234,66.76702176933766
